OBJECTID,ENABLED,ASSETID,SERVICEID,PIPE_ID,CLASS,PIPE_SUBTYPE,UP_STRUCT,DN_STRUCT,PIPE_LABEL,REMARKS,ENG_DIST,BASIN,UP_INV,DN_INV,PIPE_LENG,SLOPE_PCT,PIPE_SIZE,PIPE_WIDTH,PIPE_MAT,PIPE_SHAPE,REHAB,STREET,BLOCK,LINER,C_SLOPE,C_UP_INV,C_DN_INV,C_PIPE_LEN,UP_STA_100,UP_STA_PLS,DN_STA_100,DN_STA_PLS,YEAR_INST,NO_LAT,GRV_FM,EASEMENT,PIPE_STATUS,COMMENTS,WYE_CON,MON_INST,PLAN1,PLAN2,PROF,WYEMAP,HR_VER,PCT_ENTRY,WYE_MAT,WYE_DIAM,WYE_LENG,WYE_UPDATE,EST_UPINV,EST_DNINV,EST_MATL,LINER_DATE,EST_YEAR,EST_YR_LEV,SLOPE2,V_CURVE,PCT_ENTRY2,CAPACITY,SYSTEM,TRTMNT_LOC,OWNER,CRTN_DT,LAST_UPDATE,USER_ID,VDATUM,UP_MH,DN_MH,SAN_PIPE_ID,LAYER,Shape_Length,TOOLTIP,NLA_URL,CLASS_DESC,ENG_DIST_DESC,REHAB_DESC,GRV_FM_DESC,HR_VER_DESC,SYSTEM_DESC,TRTMNT_LOC_DESC,OWNER_DESC,MATERIAL_DESCRIPTION,PIPE_SUBTYPE_DESC,PIPE_STATUS_DESC
2033,True,1782263,,4950924449509139A,Major Outfall or Interceptor,1,49509244,49509139,A,,Central,P01,206.56,196.88,141.59,0.002,96,0,RCP,Circular,No,AVENUE 21 & AVENUE 20,,,NO,,,,329,49.59,328,8,2008,0,Gravity,Yes,F,NEIS (IN TUNNEL),0,02,D-32036,,D-32036,4928-6,Horizontal,No,,0,0,,,,,,,,,No,,0,North East Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2015-08-13T00:00:00.000Z,PLNGUYEN,,49509244,49514241,4950924449514241A,1,52.110587,OUTFALL PIPES BY SIZE \nPipe ID: 4950924449509139A,navigatela/reports/wastewater_pipes.cfm?PK=4950924449509139A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,North East Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2034,True,1782264,,4950913949514241A,Major Outfall or Interceptor,1,49509139,49514241,A,,Central,P01,206.56,196.88,4727.4,0.002,96,0,RCP,Circular,No,AVE 20 & SAN FERNANDO RD,,,NO,,,,169,61.16,122,33.76,2008,0,Gravity,Yes,F,NEIS (IN TUNNEL),0,02,D-32036,,D-32036,135A221-C,Horizontal,No,,0,0,,,,,,,,,No,,0,North East Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2015-08-11T00:00:00.000Z,PLNGUYEN,,49509244,49514241,4950924449514241A,1,1744.143488,OUTFALL PIPES BY SIZE \nPipe ID: 4950913949514241A,navigatela/reports/wastewater_pipes.cfm?PK=4950913949514241A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,North East Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2035,True,1782280,,4950911249509106A,Major Outfall or Interceptor,1,49509112,49509106,A,,Central,P01,271.39,271.27,60,0.003,60,0,RCP,Circular,No,HUMBOLDT ST R/W,,,NO,,,,0,60,0,0,2008,0,Gravity,Yes,F,,0,02,D-32036,,D-32036,4928-6,,No,,0,0,,,,,,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2015-08-11T00:00:00.000Z,PLNGUYEN,,49509112,49509106,4950911249509106A,1,22.137416,OUTFALL PIPES BY SIZE \nPipe ID: 4950911249509106A,navigatela/reports/wastewater_pipes.cfm?PK=4950911249509106A,Major Outfall or Interceptor,Central,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
2036,True,1782322,,4681215646816116A,Major Outfall or Interceptor,1,46812156,46816116,A,,Central,P17,341.44,340.57,280.43,0.003,48,0,RCP,Circular,No,CAZADOR ST,,,NO,,,,2,80.43,0,0,2011,0,Gravity,Yes,F,EAGLE ROCK INTERCEPTOR,0,01,D-32349,,D-32349,5235-8,,No,,0,0,,,,,,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2014-09-19T00:00:00.000Z,PLNGUYEN,,46812156,46816116,4681215646816116A,1,104.872981,OUTFALL PIPES BY SIZE \nPipe ID: 4681215646816116A,navigatela/reports/wastewater_pipes.cfm?PK=4681215646816116A,Major Outfall or Interceptor,Central,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
2037,True,1782321,,4681611046713313A,Major Outfall or Interceptor,1,46816110,46713313,A,,Central,P17,228.14,222.35,2898.14,0.002,96,0,RCP,Circular,No,SAN FERNANDO RD,,,NO,,,,278,65.03,249,66.89,2008,0,Gravity,Yes,F,NEIS (IN TUNNEL),0,02,D-32036,,D-32036,5235-8,,No,,0,0,,,,,,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2014-09-19T00:00:00.000Z,PLNGUYEN,,46816110,46713313,4681611046713313A,1,1068.871717,OUTFALL PIPES BY SIZE \nPipe ID: 4681611046713313A,navigatela/reports/wastewater_pipes.cfm?PK=4681611046713313A,Major Outfall or Interceptor,Central,No,Gravity,,,,,Reinforced Concrete Pipe,Gravity,As Built
2038,True,1782362,,5150528851509001A,Major Outfall or Interceptor,1,51505288,51509001,A,,Central,P01,182.52,176.56,2657.11,0.002,96,0,RCP,Circular,No,MISSION RD,,,NO,,,,50,52.11,23,95,2008,0,Gravity,Yes,F,NEIS (PIPE IN TUNNEL),0,02,D-32036,,D-32036,126A217-B,Horizontal,No,,0,0,,,,,,,,0,No,,0,NCOSNOS,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,51505288,51509001,5150528851509001A,1,981.492009,OUTFALL PIPES BY SIZE \nPipe ID: 5150528851509001A,navigatela/reports/wastewater_pipes.cfm?PK=5150528851509001A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,North Central Outfall Sewer / North Outfall Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2039,True,1782363,,5150900151513122A,Major Outfall or Interceptor,1,51509001,51513122,A,,Central,P01,176.56,172.09,2395,0.002,96,0,RCP,Circular,No,MISSION RD,,,NO,,,,23,95,0,0,2008,0,Gravity,Yes,F,NEIS (PIPE IN TUNNEL),0,02,D-32036,,D-32036,123A217-B,Horizontal,No,,0,0,,,,,,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2015-11-23T00:00:00.000Z,PLNGUYEN,,51509001,51513122,5150900151513122A,1,881.953516,OUTFALL PIPES BY SIZE \nPipe ID: 5150900151513122A,navigatela/reports/wastewater_pipes.cfm?PK=5150900151513122A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
2040,True,1782417,,5210914852109149A,Major Outfall or Interceptor,1,52109148,52109149,A,,West LA,C08,2.47,2.23,242,0.001,27,0,VCP,Circular,No,PACIFIC COAST HWY,,,NO,,,,44,7.85,41,65.85,1957,0,Gravity,No,F,COASTAL INTERCEPTOR SEWER,0,07,D-12437,,D-12437,7284-8,,No,,0,0,,,,,,,,0,No,,0,Coastal Interceptor Sewer,,,2010-03-04T00:00:00.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,52109148,52109149,5210914852109149A,1,90.405143,OUTFALL PIPES BY SIZE \nPipe ID: 5210914852109149A,navigatela/reports/wastewater_pipes.cfm?PK=5210914852109149A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,,Vitrified Clay Pipe,Gravity,As Built
2041,True,1782411,,5360717053606007A,Major Outfall or Interceptor,1,53607170,53606007,A,,Central,S03,88.77,86.25,1591.49,0.0015,132,0,RCP,Circular,No,RODEO RD,,,NO,,,,264,81.79,248,90.3,2005,0,Gravity,Yes,F,NOS-ECIS UNIT #3 (START AT MH # 007),0,07,D-31869,,D-31869,7295-6,Horizontal,No,,0,0,,,,,,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2015-12-02T00:00:00.000Z,PLNGUYEN,NAD83,53607172,53606217,5360717253606217A,1,584.614777,OUTFALL PIPES BY SIZE \nPipe ID: 5360717053606007A,navigatela/reports/wastewater_pipes.cfm?PK=5360717053606007A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
2042,True,1782412,,5360600753606217A,Major Outfall or Interceptor,1,53606007,53606217,A,,Central,S03,86.25,85.64,414.8,0.0015,132,0,RCP,Circular,No,RODEO RD,,,NO,,,,248,90.3,244,75.5,2005,0,Gravity,Yes,F,NOS-ECIS UNIT #2 (END AT MH # 007),0,07,D-31868,,D-31868,4682-4,Horizontal,No,,0,0,,,,,,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2015-12-03T00:00:00.000Z,PLNGUYEN,NAD83,53607172,53606217,5360717253606217A,1,152.404335,OUTFALL PIPES BY SIZE \nPipe ID: 5360600753606217A,navigatela/reports/wastewater_pipes.cfm?PK=5360600753606217A,Major Outfall or Interceptor,Central,No,Gravity,Horizontal,,,,Reinforced Concrete Pipe,Gravity,As Built
2043,True,1783952,,5631403256314008A,Major Outfall or Interceptor,1,56314032,56314008,A,,Out LA,C10,68.99,68.86,124.6,0.0011,57,0,B/C,Circular,Yes,AIRPORT EASEMENT,7000,F3,NO,,N,N,43,77.2,42,52.6,1937,0,Gravity,Yes,F,CENTRAL OUTFALL SEWER,0,00,D-3407,D-31635,11808,NOWYEMAP,,No,,0,458.600006,Y,N,N,N,2001,N,,,No,,29.82897,Central Outfall Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,56314032,56314008,5631403256314008A,1,45.851945,OUTFALL PIPES BY SIZE \nPipe ID: 5631403256314008A,navigatela/reports/wastewater_pipes.cfm?PK=5631403256314008A,Major Outfall or Interceptor,Outside City Limits,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2044,True,1784983,,5611112256111136A,Major Outfall or Interceptor,2,56111122,56111136,A,,West LA,C01,-3.8,0,68.18,0,48,0,RCP,Circular,No,HURRICANE ST,,,NO,,,,104,0,103,31.82,1960,0,Force Main,No,F,"F.M. ; D-31296 NEW G.V.",0,10,D-13394,,D-13394,7191-6,Horizontal,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2014-01-03T00:00:00.000Z,PLNGUYEN,,56111122,56111137,5611112256111137A,1,25.066969,OUTFALL PIPES BY SIZE \nPipe ID: 5611112256111136A,navigatela/reports/wastewater_pipes.cfm?PK=5611112256111136A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,Horizontal,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Force Main,As Built
2045,True,1784973,,5611113656111137A,Major Outfall or Interceptor,2,56111136,56111137,A,,West LA,C01,-3.8,0,4,0,48,0,DIP,Circular,No,HURRICANE ST,,,NO,,,,43,77,43,73,2001,0,Force Main,No,A,"F.M. ; D-31296 NEW G.V.",0,04,D-31968,D-13394,D-31968,7191-6,,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2014-01-03T00:00:00.000Z,PLNGUYEN,,56111122,56111137,5611112256111137A,1,1.470488,OUTFALL PIPES BY SIZE \nPipe ID: 5611113656111137A,navigatela/reports/wastewater_pipes.cfm?PK=5611113656111137A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,,Coastal Interceptor Sewer,,,Ductile Iron Pipe,Force Main,As Bid
2046,True,1784980,,5611113756111138A,Major Outfall or Interceptor,2,56111137,56111138,A,,West LA,C01,-3.8,0,9.12,0,48,0,DIP,Circular,No,HURRICANE ST,,,NO,,,,43,73,43,63.88,2001,0,Force Main,No,A,"F.M. ; D-31296 NEW G.V.",0,04,D-31968,D-13394,D-31968,7191-6,,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56111137,56111138,5611113756111138A,1,3.352454,OUTFALL PIPES BY SIZE \nPipe ID: 5611113756111138A,navigatela/reports/wastewater_pipes.cfm?PK=5611113756111138A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,,Coastal Interceptor Sewer,,,Ductile Iron Pipe,Force Main,As Bid
2047,True,1784974,,5611113856111139A,Major Outfall or Interceptor,2,56111138,56111139,A,,West LA,C01,-3.8,0,20.13,0,48,0,DIP,Circular,No,HURRICANE ST,,,NO,,,,43,63.88,43,43.75,2001,0,Force Main,No,A,"F.M. ; D-31296 NEW G.V.",0,04,D-31968,D-13394,D-31968,7191-6,,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56111138,56111139,5611113856111139A,1,7.401584,OUTFALL PIPES BY SIZE \nPipe ID: 5611113856111139A,navigatela/reports/wastewater_pipes.cfm?PK=5611113856111139A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,,Coastal Interceptor Sewer,,,Ductile Iron Pipe,Force Main,As Bid
2048,True,1784978,,5611113956111140A,Major Outfall or Interceptor,2,56111139,56111140,A,,West LA,C01,-3.8,0,15,0,48,0,DIP,Circular,No,HURRICANE ST,,,NO,,,,43,43.75,43,28.75,2001,0,Force Main,No,A,"F.M. ; D-31296 NEW G.V.",0,04,D-31968,D-13394,D-31968,7191-6,,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56111139,56111140,5611113956111140A,1,5.515035,OUTFALL PIPES BY SIZE \nPipe ID: 5611113956111140A,navigatela/reports/wastewater_pipes.cfm?PK=5611113956111140A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,,Coastal Interceptor Sewer,,,Ductile Iron Pipe,Force Main,As Bid
2049,True,1784981,,5611114056111141A,Major Outfall or Interceptor,2,56111140,56111141,A,,West LA,C01,-3.8,0,7,0,48,0,DIP,Circular,No,HURRICANE ST,,,NO,,,,43,28.75,43,21.75,2001,0,Force Main,No,A,"F.M. ; D-31296 NEW G.V.",0,04,D-31968,D-13394,D-31968,7191-6,Horizontal,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56111140,56116049,5611114056116049A,1,2.573718,OUTFALL PIPES BY SIZE \nPipe ID: 5611114056111141A,navigatela/reports/wastewater_pipes.cfm?PK=5611114056111141A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,Horizontal,Coastal Interceptor Sewer,,,Ductile Iron Pipe,Force Main,As Bid
2050,True,1784982,,5611114156116049A,Major Outfall or Interceptor,2,56111141,56116049,A,,West LA,C01,-3.8,0,4386.57,0,48,0,RCP,Circular,No,HURRICANE ST,,,NO,,,,102,76.57,58,90,1960,0,Force Main,No,F,"F.M. ; D-31296 NEW G.V.",0,10,D-13394,,D-13394,,Horizontal,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56111140,56116049,5611114056116049A,1,1623.624447,OUTFALL PIPES BY SIZE \nPipe ID: 5611114156116049A,navigatela/reports/wastewater_pipes.cfm?PK=5611114156116049A,Major Outfall or Interceptor,West Los Angeles,No,Force Main,Horizontal,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Force Main,As Built
2051,True,1785192,,5620800556208064A,Major Outfall or Interceptor,1,56208005,56208064,A,,West LA,C01,40.88,39.02,13.82,0.0033,54,0,RCP,Circular,No,VISTA DEL MAR,7500,,NO,,N,N,0,15.91,0,2.09,1960,0,Gravity,No,F,C.I.S.,0,10,D-13394,,D-13394,7195-4,,No,,0,574,Y,N,Y,N,,N,,,No,,104.89722,Coastal Interceptor Sewer,,,2010-08-17T00:00:00.000Z,2016-02-17T00:00:00.000Z,PLNGUYEN,,56208005,56208064,5620800556208064A,1,5.091831,OUTFALL PIPES BY SIZE \nPipe ID: 5620800556208064A,navigatela/reports/wastewater_pipes.cfm?PK=5620800556208064A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2052,True,1785197,,5620806456208041A,Major Outfall or Interceptor,1,56208064,56208041,A,,West LA,C01,40.88,39.02,573.75,0.0033,54,0,RCP,Circular,No,VISTA DEL MAR,7500,,NO,,N,N,103,18.25,97,44.5,1973,0,Gravity,No,F,C.I.S.,0,10,D-22913,D-32417,D-22913,7195-4,,No,,0,574,Y,N,Y,N,,N,,,No,,104.89722,Coastal Interceptor Sewer,,,2010-08-17T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56208064,56208041,5620806456208041A,1,215.487218,OUTFALL PIPES BY SIZE \nPipe ID: 5620806456208041A,navigatela/reports/wastewater_pipes.cfm?PK=5620806456208041A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2053,True,1785195,,5620800556208061A,Major Outfall or Interceptor,1,56208005,56208061,A,,West LA,C01,39,37.45,4.37,0.0004,48,48,RCP,Box,No,VISTA DEL MAR,,,NO,,,,0,15.91,0,11.54,1960,0,Gravity,No,F,,0,10,D-13394,,D-13394,7195-4,Horizontal,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,2010-08-17T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56208005,56208039,5620800556208039A,1,1.623103,OUTFALL PIPES BY SIZE \nPipe ID: 5620800556208061A,navigatela/reports/wastewater_pipes.cfm?PK=5620800556208061A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,Horizontal,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2054,True,1785196,,5620806156208039A,Major Outfall or Interceptor,1,56208061,56208039,A,,West LA,C01,37.45,37.44,28.16,0.0004,48,48,RCP,Box,No,VISTA DEL MAR,,,NO,,,,0,11.54,0,-16.62,1960,0,Gravity,No,F,,0,10,D-13394,,D-13394,7195-4,,No,,0,0,,,,,,,,,No,,0,Coastal Interceptor Sewer,,,2010-08-17T00:00:00.000Z,2016-02-17T00:00:00.000Z,PLNGUYEN,,56208005,56208039,5620800556208039A,1,10.340328,OUTFALL PIPES BY SIZE \nPipe ID: 5620806156208039A,navigatela/reports/wastewater_pipes.cfm?PK=5620806156208039A,Major Outfall or Interceptor,West Los Angeles,No,Gravity,,Coastal Interceptor Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2055,True,1786087,,5631101756311007A,Major Outfall or Interceptor,1,56311017,56311007,A,,West LA,Z17,80,79.03,485.69,0.002,57,0,B/C,Circular,Yes,AIRPORT S S EASEMENT,,F3,NO,,,,92,26.19,87,40.5,2001,0,Gravity,Yes,F,C.O.S. (ADDED MH # 002 PER D-33960),0,06,D-3407,D-31635,11808,,,No,,0,0,,,,,2001,,,,No,,0,Central Outfall Sewer,,,1899-12-30T00:00:00.000Z,2015-11-19T00:00:00.000Z,RZGARCIA,,56311017,56311007,5631101756311007A,1,178.576921,OUTFALL PIPES BY SIZE \nPipe ID: 5631101756311007A,navigatela/reports/wastewater_pipes.cfm?PK=5631101756311007A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2056,True,1786099,,5631100556311016A,Major Outfall or Interceptor,1,56311005,56311016,A,,West LA,Z17,81.02,80.46,304.79,0.002,57,0,B/C,Circular,Yes,AIRPORT S S EASEMENT,,F3,NO,,,,97,40.1,94,35.31,2001,0,Gravity,Yes,F,C.O.S.( ADDED MH # 011 PER D-33960),0,06,D-3407,D-31635,11808,,,No,,0,0,,,,,2001,,,,No,,0,Central Outfall Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56311005,56311016,5631100556311016A,1,111.9475,OUTFALL PIPES BY SIZE \nPipe ID: 5631100556311016A,navigatela/reports/wastewater_pipes.cfm?PK=5631100556311016A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2057,True,1786106,,5631101656311006A,Major Outfall or Interceptor,1,56311016,56311006,A,,West LA,Z17,80.46,80.04,191.03,0.002,57,0,B/C,Circular,Yes,AIRPORT S S EASEMENT,,F3,NO,,,,94,35.31,92,44.28,2001,0,Gravity,Yes,F,C.O.S.( ADDED MH#002 & 011 PER D-33960),0,06,D-3407,D-31635,11808,,,No,,0,0,,,,,2001,,,,No,,0,Central Outfall Sewer,,,2015-08-18T00:00:00.000Z,2015-11-19T00:00:00.000Z,RZGARCIA,,56311016,56311017,5631101656311017A,1,70.205617,OUTFALL PIPES BY SIZE \nPipe ID: 5631101656311006A,navigatela/reports/wastewater_pipes.cfm?PK=5631101656311006A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2058,True,1786108,,5631100656311017A,Major Outfall or Interceptor,1,56311006,56311017,A,,West LA,Z17,80.04,80,18.09,0.002,57,0,B/C,Circular,Yes,AIRPORT S S EASEMENT,,F3,NO,,,,92,44.28,92,26.19,2001,0,Gravity,Yes,F,C.O.S.( ADDED MH#002 & 011 PER D-33960),0,06,D-3407,D-31635,11808,,,No,,0,0,,,,,2001,,,,No,,0,Central Outfall Sewer,,,2015-08-18T00:00:00.000Z,2015-11-19T00:00:00.000Z,RZGARCIA,,56311016,56311017,5631101656311017A,1,6.64823,OUTFALL PIPES BY SIZE \nPipe ID: 5631100656311017A,navigatela/reports/wastewater_pipes.cfm?PK=5631100656311017A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2059,True,1786109,,5631100356311004A,Major Outfall or Interceptor,1,56311003,56311004,A,,West LA,Z17,82.75,82.03,504.91,0.002,57,0,B/C,Circular,Yes,AIRPORT S S EASEMENT,,F3,NO,,,,107,57.78,102,52.87,1937,0,Gravity,No,F,C.O.S./REMODELED MH # 004 PER D-33960,0,00,D-3407,D-31635,11808,NOWYEMAP,,No,,0,0,,,,,2001,,,,No,,0,,,,1899-12-30T00:00:00.000Z,2011-12-29T00:00:00.000Z,PLNGUYEN,,56311003,56311004,5631100356311004A,1,185.969038,OUTFALL PIPES BY SIZE \nPipe ID: 5631100356311004A,navigatela/reports/wastewater_pipes.cfm?PK=5631100356311004A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,,,,Concrete Brick Pipe,Gravity,As Built
2060,True,1786107,,5631100456311005A,Major Outfall or Interceptor,1,56311004,56311005,A,,West LA,Z17,82.03,81.02,512.77,0.002,57,0,B/C,Circular,Yes,AIRPORT S S EASEMENT,,F3,NO,,,,102,52.87,97,40.1,1937,0,Gravity,No,F,C.O.S./REMODELED MH # 004 PER D-33960,0,00,D-3407,D-31635,11808,NOWYEMAP,,No,,0,0,,,,,2001,,,,No,,0,Central Outfall Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,PLNGUYEN,,56311004,56311005,5631100456311005A,1,201.361153,OUTFALL PIPES BY SIZE \nPipe ID: 5631100456311005A,navigatela/reports/wastewater_pipes.cfm?PK=5631100456311005A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2061,True,1786909,,4300316543004119A,Major Outfall or Interceptor,1,43003165,43004119,A,,Valley,W01,701.05,700.43,845.46,0.001,45,0,RCP,Circular,No,VICTORY BLVD,,,NO,,,,87,66.59,79,21.13,1953,0,Gravity,No,F,"V.O.R.S./ SEC ""B""",0,04,D-9914,,D-9914,893-B,,No,,0,0,,,,,,,,0,No,No,0,Valley Outfall Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,EGEORGES,,43003165,43004119,4300316543004119A,1,311.120292,OUTFALL PIPES BY SIZE \nPipe ID: 4300316543004119A,navigatela/reports/wastewater_pipes.cfm?PK=4300316543004119A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2062,True,1786908,,4300411943004092A,Major Outfall or Interceptor,1,43004119,43004092,A,,Valley,W01,700.41,700.38,25,0.001,45,0,RCP,Circular,No,VICTORY BLVD,,,NO,,,,79,21.13,78,96.13,1953,0,Gravity,No,F,"V.O.R.S./ SEC ""B""",0,04,D-9914,,D-9914,893-B,,Yes,,0,0,,,,,,,,0,No,,0,Valley Outfall Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,43004119,43004092,4300411943004092A,1,9.313329,OUTFALL PIPES BY SIZE \nPipe ID: 4300411943004092A,navigatela/reports/wastewater_pipes.cfm?PK=4300411943004092A,Major Outfall or Interceptor,Valley,No,Gravity,,Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
2063,True,1786941,,5631403056314007A,Major Outfall or Interceptor,1,56314030,56314007,A,,West LA,C10,70,68.7,252.95,0.0011,57,0,B/C,Circular,Yes,AIRPORT EASEMENT,7000,F3,NO,,N,N,49,61.61,47,8.66,1937,0,Gravity,Yes,F,CENTRAL OUTFALL SEWER,0,00,D-3407,D-31635,11808,,,No,,0,458.600006,Y,N,N,N,2001,N,,,No,,29.82897,Central Outfall Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,56314030,56314007,5631403056314007A,1,93.088265,OUTFALL PIPES BY SIZE \nPipe ID: 5631403056314007A,navigatela/reports/wastewater_pipes.cfm?PK=5631403056314007A,Major Outfall or Interceptor,West Los Angeles,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2064,True,1786942,,5631400756314032A,Major Outfall or Interceptor,1,56314007,56314032,A,,Out LA,C10,70,68.7,4708.66,0.0011,57,0,B/C,Circular,Yes,AIRPORT EASEMENT,7000,F3,NO,,N,N,47,8.66,43,77.2,1937,0,Gravity,Yes,F,CENTRAL OUTFALL SEWER,0,00,D-3407,D-31635,11808,,,No,,0,458.600006,Y,N,N,N,2001,N,,,No,,29.82897,Central Outfall Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,56314007,56314032,5631400756314032A,1,123.601985,OUTFALL PIPES BY SIZE \nPipe ID: 5631400756314032A,navigatela/reports/wastewater_pipes.cfm?PK=5631400756314032A,Major Outfall or Interceptor,Outside City Limits,Yes,Gravity,,Central Outfall Sewer,,,Concrete Brick Pipe,Gravity,As Built
2065,True,1787927,,4300409543004127A,Major Outfall or Interceptor,1,43004095,43004127,A,,Valley,W01,697.85,0,11.5,0.0066,45,0,RCP,Circular,No,VICTORY BLVD,,,NO,,,,0,39,0,27.5,1967,0,Gravity,No,F,,0,09,D-20160,,D-20160,894-B,,No,,0,0,,,,,,,,0,No,,0,Additional Valley Outfall Relief Sewer,,,1899-12-30T00:00:00.000Z,2013-01-11T00:00:00.000Z,RZGARCIA,,43004095,43004104,4300409543004104A,1,4.237924,OUTFALL PIPES BY SIZE \nPipe ID: 4300409543004127A,navigatela/reports/wastewater_pipes.cfm?PK=4300409543004127A,Major Outfall or Interceptor,Valley,No,Gravity,,Additional Valley Outfall Relief Sewer,,,Reinforced Concrete Pipe,Gravity,As Built
